uf20-073 5902 1 2 3 4 5 6 7 8 9 10 11 12 13 -14 15 16 17 18 19 20 0
uf20-0746 5366 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 -17 18 19 -20 0
uf20-0755 4842 1 2 3 4 5 -6 -7 8 9 10 -11 -12 13 14 15 16 17 18 19 20 0
uf20-0760 4488 1 2 3 4 5 6 7 -8 9 -10 -11 12 13 -14 -15 16 17 18 19 20 0
uf20-0769 4110 1 2 -3 4 5 6 -7 8 -9 10 11 12 13 14 -15 16 -17 18 19 -20 0
uf20-0770 5592 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 -17 18 19 20 0
uf20-0781 4258 1 2 3 4 -5 -6 -7 8 9 10 11 -12 13 14 15 16 17 18 19 -20 0
uf20-0785 3599 -1 2 3 -4 -5 6 7 8 9 10 11 12 13 -14 15 16 17 -18 -19 20 0
uf20-0788 5491 1 2 3 4 5 6 7 8 9 10 11 -12 13 -14 15 16 17 18 19 20 0
uf20-0796 3950 1 -2 3 -4 5 6 7 8 9 10 11 12 -13 -14 -15 -16 17 18 19 20 0
uf20-082 4502 1 2 3 4 5 -6 -7 -8 9 10 11 12 13 14 -15 16 17 18 -19 20 0
uf20-0836 5062 1 2 3 -4 5 6 7 -8 9 10 11 12 13 -14 15 16 17 18 -19 20 0
uf20-0840 5250 1 -2 3 4 5 6 7 8 9 10 11 12 13 -14 -15 16 17 18 19 20 0
uf20-0873 5872 1 2 3 4 5 6 7 8 -9 10 11 12 13 14 15 16 17 -18 19 20 0
uf20-0874 5575 1 2 3 4 5 6 7 8 -9 10 11 -12 13 14 15 16 17 18 19 20 0
uf20-0876 4451 1 2 3 -4 5 6 7 8 9 -10 -11 12 13 14 15 16 17 18 19 20 0
uf20-0880 4486 1 2 3 4 5 6 -7 8 9 10 11 12 -13 14 15 16 17 18 -19 -20 0
uf20-0883 3849 1 -2 -3 4 5 6 7 8 -9 10 -11 12 -13 14 -15 16 17 18 19 20 0
uf20-0884 5358 1 2 3 4 5 6 7 8 9 10 11 -12 13 14 15 16 17 -18 19 20 0
uf20-0907 3542 -1 2 3 4 5 6 7 -8 9 10 11 12 -13 -14 15 16 -17 18 -19 20 0
uf20-0913 4493 1 2 3 4 5 -6 7 8 9 10 11 12 -13 14 15 16 -17 18 19 -20 0
uf20-0914 4299 1 -2 3 4 5 -6 7 -8 9 -10 11 12 13 14 15 16 17 -18 19 20 0
uf20-091 4727 -1 2 3 4 5 6 -7 -8 9 10 -11 12 13 14 15 16 17 18 19 20 0
uf20-0954 5575 1 -2 3 4 -5 6 7 -8 9 10 11 12 13 14 15 16 17 18 19 20 0
uf20-0966 5188 -1 -2 3 4 5 6 7 8 9 10 11 12 13 14 -15 16 17 18 19 20 0
uf20-0968 4101 1 2 3 -4 5 6 -7 8 9 10 11 12 13 14 -15 -16 -17 18 -19 20 0
uf20-0974 4300 1 -2 3 -4 5 6 -7 -8 9 -10 -11 12 13 14 15 16 17 18 19 20 0
uf20-0988 3894 -1 2 3 4 5 6 7 8 9 -10 11 -12 13 -14 -15 16 17 18 -19 20 0
uf20-0995 4967 1 2 3 4 5 6 7 8 -9 10 -11 12 13 14 15 16 17 18 -19 -20 0
