uf20-0631 60241 1 2 3 4 5 -6 7 8 -9 10 11 12 13 -14 15 -16 17 18 19 20 0
uf20-0648 71289 1 2 3 4 5 6 -7 8 9 10 11 12 13 14 15 16 17 -18 19 20 0
uf20-0649 65348 -1 2 3 4 5 -6 7 8 9 10 11 12 -13 14 15 16 -17 18 -19 -20 0
uf20-0674 55047 1 -2 3 4 5 6 7 -8 9 10 11 12 13 14 15 16 -17 -18 -19 -20 0
uf20-0678 61048 -1 2 3 4 5 -6 7 8 9 10 11 12 13 14 -15 16 17 18 -19 -20 0
uf20-0697 62051 1 2 3 -4 5 -6 7 8 9 10 11 12 13 14 15 16 17 18 19 -20 0
uf20-0700 65917 1 2 3 4 5 6 7 -8 9 10 11 12 -13 14 15 16 -17 18 19 20 0
uf20-0701 57737 1 2 3 4 -5 6 7 -8 9 10 -11 -12 13 -14 15 16 -17 18 19 20 0
uf20-0704 67715 -1 2 3 -4 -5 6 7 -8 9 10 11 12 -13 14 -15 16 17 18 19 20 0
uf20-0714 67305 -1 2 3 4 5 -6 -7 8 9 10 11 12 13 14 15 16 17 18 19 20 0
uf20-0720 63739 -1 2 3 4 5 6 7 8 9 10 11 12 -13 14 15 16 17 18 19 20 0
uf20-0723 53367 1 -2 3 4 5 6 7 8 9 10 11 12 13 -14 15 16 17 -18 19 20 0
uf20-0725 55613 1 2 -3 4 5 6 -7 8 9 10 -11 12 13 14 15 16 17 -18 19 20 0
uf20-0738 72061 -1 2 3 4 -5 6 7 8 9 10 11 -12 13 -14 -15 16 17 18 19 20 0
uf20-073 60255 1 2 3 4 5 6 7 8 9 10 11 12 13 -14 15 16 17 18 19 20 0
uf20-0746 63318 1 2 3 4 5 6 7 8 9 10 -11 12 13 14 15 16 17 18 19 -20 0
uf20-0755 63931 1 2 3 -4 5 6 7 -8 9 10 11 -12 13 14 15 16 17 18 19 -20 0
uf20-0760 66107 1 -2 3 4 5 6 7 8 9 10 11 12 13 -14 -15 16 17 18 19 -20 0
uf20-0769 62222 -1 2 -3 4 5 6 7 8 9 10 11 12 13 14 15 16 -17 18 -19 -20 0
uf20-0770 70319 1 2 3 4 5 6 7 8 9 10 11 -12 13 14 15 16 17 18 19 20 0
uf20-0781 55301 1 2 3 -4 -5 6 -7 8 -9 -10 11 -12 13 14 -15 16 17 18 19 20 0
uf20-0785 58599 -1 2 3 -4 -5 6 7 8 9 10 11 12 13 -14 15 16 17 -18 -19 20 0
uf20-0788 64583 1 2 3 -4 5 6 7 8 9 10 11 -12 13 14 15 16 17 18 19 20 0
uf20-0796 51936 1 -2 3 -4 5 6 7 8 9 10 11 12 -13 -14 -15 -16 17 18 19 20 0
uf20-082 72726 1 2 3 -4 5 6 7 8 -9 10 11 12 -13 14 15 16 -17 -18 19 20 0
uf20-0836 55284 1 -2 3 -4 5 6 7 8 9 -10 -11 12 13 14 15 16 -17 -18 19 20 0
uf20-0840 55807 1 2 3 -4 5 6 -7 8 -9 10 -11 12 13 14 15 16 17 18 19 20 0
uf20-0873 58777 1 2 -3 4 5 6 7 -8 9 10 11 -12 13 14 15 16 17 18 19 20 0
uf20-0874 58612 1 2 3 -4 5 6 7 -8 9 10 11 12 -13 14 15 16 -17 -18 19 20 0
uf20-0876 71265 1 2 3 -4 5 6 7 8 9 -10 11 12 13 14 15 16 -17 18 -19 20 0
uf20-0880 65779 1 2 3 4 5 6 -7 -8 9 10 11 -12 -13 14 -15 16 17 18 19 20 0
uf20-0883 71451 1 -2 3 -4 5 6 7 8 9 10 11 12 13 14 -15 -16 17 18 -19 -20 0
uf20-0884 61448 1 2 3 4 5 6 7 8 9 10 11 -12 13 14 15 16 17 -18 19 20 0
uf20-0907 60198 1 2 3 4 -5 -6 7 -8 9 10 11 12 13 -14 -15 16 -17 18 -19 20 0
uf20-0913 59882 1 2 3 4 5 6 7 8 9 10 11 -12 -13 14 15 -16 -17 18 -19 20 0
uf20-0914 66903 1 2 3 4 5 6 7 -8 9 -10 -11 12 -13 14 15 16 17 18 19 20 0
uf20-091 59955 -1 2 3 4 -5 6 7 8 9 10 -11 12 13 14 15 16 17 18 -19 -20 0
uf20-0954 56009 -1 2 3 4 5 6 7 -8 9 10 11 12 13 14 15 16 17 -18 19 -20 0
uf20-0966 58739 -1 -2 3 4 5 6 7 8 -9 10 11 12 13 14 15 16 17 18 19 20 0
uf20-0968 54127 1 2 3 4 -5 6 -7 -8 -9 -10 11 12 13 -14 -15 -16 17 -18 19 20 0
uf20-0974 61519 1 2 3 4 5 6 -7 -8 9 10 -11 -12 13 14 15 -16 17 18 19 20 0
uf20-0988 69521 -1 2 -3 4 5 6 -7 8 -9 10 11 12 -13 14 15 16 -17 18 19 20 0
uf20-0995 59452 1 2 3 4 5 6 -7 8 -9 10 11 12 13 -14 15 16 17 18 -19 20 0
