uf20-0302 45901 1 2 3 4 5 6 7 8 9 10 11 12 13 -14 -15 16 17 18 19 20 0
uf20-0303 31688 1 -2 -3 4 5 -6 -7 -8 9 10 11 12 13 14 15 -16 17 18 19 20 0
uf20-030 41885 1 2 3 4 -5 6 7 8 9 -10 -11 -12 13 14 15 16 17 18 19 20 0
uf20-0312 34930 1 2 3 -4 5 6 7 8 9 10 11 -12 13 -14 -15 -16 -17 18 19 20 0
uf20-0316 26965 1 2 3 -4 -5 -6 -7 8 9 10 11 12 13 14 -15 16 17 -18 -19 20 0
uf20-0338 35760 1 2 3 4 5 6 7 -8 9 10 11 12 -13 14 15 -16 17 18 -19 -20 0
uf20-0348 47360 1 2 3 4 5 6 7 8 9 10 -11 12 13 -14 15 16 17 18 19 20 0
uf20-0352 38901 1 2 3 4 5 6 -7 8 9 -10 -11 -12 13 14 15 16 17 18 19 20 0
uf20-0367 34512 1 -2 3 4 -5 -6 7 8 9 10 11 12 13 14 15 16 17 18 -19 -20 0
uf20-0369 38930 -1 2 3 4 -5 -6 7 8 9 10 -11 12 13 14 15 16 17 18 19 20 0
uf20-0384 37989 1 -2 -3 4 5 6 7 8 9 -10 11 -12 13 14 15 16 17 -18 19 20 0
uf20-0398 46323 1 2 3 4 5 6 7 8 9 10 11 12 13 -14 15 -16 17 18 19 20 0
uf20-03 40979 1 2 3 4 5 6 -7 8 9 10 11 -12 13 14 15 -16 17 18 19 20 0
uf20-0400 42983 1 2 3 4 5 6 7 -8 9 10 11 12 13 -14 15 -16 17 18 19 20 0
uf20-0410 47949 1 2 3 4 5 6 7 -8 9 10 11 12 13 14 15 16 17 -18 19 20 0
uf20-0429 48351 1 2 3 4 5 -6 7 8 9 10 11 12 13 14 15 16 -17 18 19 20 0
uf20-0432 40339 1 2 3 4 -5 6 7 8 9 -10 11 12 13 14 15 16 17 18 -19 -20 0
uf20-0434 40315 1 2 3 4 -5 6 7 8 -9 10 11 12 -13 14 15 16 17 18 -19 20 0
uf20-0441 41075 1 2 3 4 5 6 7 8 -9 10 11 12 -13 14 15 16 17 -18 19 20 0
uf20-0442 30382 1 -2 3 -4 5 6 -7 8 9 10 11 12 13 -14 15 16 17 18 19 -20 0
uf20-0460 42248 1 2 3 4 5 6 7 8 -9 10 11 12 13 -14 15 -16 17 18 19 20 0
uf20-0479 35788 1 2 3 -4 -5 6 -7 8 -9 10 11 -12 13 14 15 16 17 18 19 20 0
uf20-0489 45246 1 2 3 4 5 6 7 8 -9 10 11 12 13 14 -15 -16 17 18 19 20 0
uf20-0523 41802 1 2 3 4 5 6 7 -8 -9 10 -11 12 13 14 15 -16 17 18 19 20 0
uf20-052 47545 1 2 3 4 5 6 -7 8 -9 -10 11 12 13 14 15 16 17 18 19 20 0
uf20-0542 42347 1 2 3 -4 5 6 -7 8 9 10 11 12 -13 14 15 16 -17 18 19 20 0
uf20-054 31280 -1 -2 3 -4 5 6 -7 -8 -9 10 11 12 13 14 15 16 17 18 19 20 0
uf20-0562 36198 1 2 -3 4 -5 -6 7 8 -9 10 11 12 13 14 15 16 17 18 19 -20 0
uf20-0563 39061 1 -2 3 4 5 6 -7 8 9 10 -11 12 13 14 15 16 17 18 19 -20 0
uf20-0568 41048 1 -2 3 4 -5 6 -7 8 9 10 11 12 13 14 15 16 17 -18 19 20 0
uf20-0582 46125 1 -2 3 4 5 -6 7 8 9 10 11 12 13 14 15 16 -17 18 19 20 0
uf20-058 36708 1 2 3 -4 5 -6 7 -8 9 10 11 12 13 14 -15 -16 17 18 19 20 0
uf20-0591 34135 -1 2 3 -4 5 6 7 8 -9 10 11 12 -13 14 15 16 17 18 19 -20 0
uf20-0615 37576 1 -2 3 4 -5 6 7 8 -9 10 11 12 13 -14 15 16 17 18 -19 20 0
uf20-0629 45761 1 2 3 4 5 6 7 8 9 10 11 -12 13 14 15 16 -17 -18 19 20 0
uf20-0631 40649 1 2 -3 4 5 -6 7 8 9 10 11 -12 13 14 15 -16 17 18 19 20 0
uf20-0648 40781 1 2 3 4 5 6 -7 8 9 10 11 12 13 14 15 16 17 -18 19 20 0
uf20-0649 34570 -1 2 3 4 5 -6 7 8 -9 10 11 12 -13 -14 15 16 17 18 19 20 0
uf20-0674 34073 1 -2 3 -4 5 6 7 -8 9 10 11 -12 13 14 15 16 17 18 -19 -20 0
uf20-0678 39477 -1 2 3 4 5 6 7 -8 9 10 11 12 13 -14 -15 16 17 18 19 20 0
uf20-0697 42401 1 2 3 -4 5 6 -7 8 9 10 11 12 13 14 15 16 17 18 19 -20 0
uf20-0700 41368 -1 2 3 4 5 6 7 8 9 10 11 12 13 14 -15 16 17 -18 19 20 0
uf20-0701 36116 1 2 3 4 -5 6 7 -8 9 10 11 -12 13 -14 15 16 17 18 19 -20 0
uf20-0704 31365 -1 2 3 -4 5 6 7 -8 9 -10 -11 12 13 14 15 16 17 18 -19 20 0
uf20-0714 38526 -1 2 3 4 5 -6 -7 8 9 10 11 12 13 14 15 16 17 18 19 20 0
uf20-0720 45225 1 2 3 4 5 6 7 8 9 10 11 -12 -13 14 15 16 17 18 19 20 0
uf20-0723 44728 1 -2 3 4 5 6 7 8 9 10 11 12 13 14 15 -16 17 -18 19 20 0
uf20-0725 40887 1 2 -3 4 5 6 7 8 9 10 11 12 13 14 -15 16 17 -18 -19 20 0
uf20-0738 33853 1 2 3 -4 -5 6 7 8 -9 10 11 12 13 -14 15 -16 -17 18 19 20 0
uf20-073 49716 1 2 3 4 5 6 7 8 9 10 11 12 13 -14 15 16 17 18 19 20 0
uf20-0746 45224 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 -17 18 19 -20 0
uf20-0755 40809 1 2 3 4 5 -6 -7 8 9 10 -11 -12 13 14 15 16 17 18 19 20 0
uf20-0760 37810 1 2 3 4 5 6 7 -8 9 -10 -11 12 13 -14 -15 16 17 18 19 20 0
uf20-0769 34636 1 2 -3 4 5 6 -7 8 -9 10 11 12 13 14 -15 16 -17 18 19 -20 0
uf20-0770 47136 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 -17 18 19 20 0
uf20-0781 35880 1 2 3 4 -5 -6 -7 8 9 10 11 -12 13 14 15 16 17 18 19 -20 0
uf20-0785 30317 -1 2 3 -4 -5 6 7 8 9 10 11 12 13 -14 15 16 17 -18 -19 20 0
uf20-0788 46278 1 2 3 4 5 6 7 8 9 10 11 -12 13 -14 15 16 17 18 19 20 0
uf20-0796 33282 1 -2 3 -4 5 6 7 8 9 10 11 12 -13 -14 -15 -16 17 18 19 20 0
uf20-082 37949 1 2 3 4 5 -6 -7 -8 9 10 11 12 13 14 -15 16 17 18 -19 20 0
uf20-0836 42669 1 2 3 -4 5 6 7 -8 9 10 11 12 13 -14 15 16 17 18 -19 20 0
uf20-0840 44246 1 -2 3 4 5 6 7 8 9 10 11 12 13 -14 -15 16 17 18 19 20 0
uf20-0873 49484 1 2 3 4 5 6 7 8 -9 10 11 12 13 14 15 16 17 -18 19 20 0
uf20-0874 46976 1 2 3 4 5 6 7 8 -9 10 11 -12 13 14 15 16 17 18 19 20 0
uf20-0876 37503 1 2 3 -4 5 6 7 8 9 -10 -11 12 13 14 15 16 17 18 19 20 0
uf20-0880 37797 1 2 3 4 5 6 -7 8 9 10 11 12 -13 14 15 16 17 18 -19 -20 0
uf20-0883 32417 1 -2 -3 4 5 6 7 8 -9 10 -11 12 -13 14 -15 16 17 18 19 20 0
uf20-0884 45160 1 2 3 4 5 6 7 8 9 10 11 -12 13 14 15 16 17 -18 19 20 0
uf20-0907 29849 -1 2 3 4 5 6 7 -8 9 10 11 12 -13 -14 15 16 -17 18 -19 20 0
uf20-0913 37865 1 2 3 4 5 -6 7 8 9 10 11 12 -13 14 15 16 -17 18 19 -20 0
uf20-0914 36228 1 -2 3 4 5 -6 7 -8 9 -10 11 12 13 14 15 16 17 -18 19 20 0
uf20-091 39835 -1 2 3 4 5 6 -7 -8 9 10 -11 12 13 14 15 16 17 18 19 20 0
uf20-0954 46990 1 -2 3 4 -5 6 7 -8 9 10 11 12 13 14 15 16 17 18 19 20 0
uf20-0966 43730 -1 -2 3 4 5 6 7 8 9 10 11 12 13 14 -15 16 17 18 19 20 0
uf20-0968 34563 1 2 3 -4 5 6 -7 8 9 10 11 12 13 14 -15 -16 -17 18 -19 20 0
uf20-0974 36217 1 -2 3 -4 5 6 -7 -8 9 -10 -11 12 13 14 15 16 17 18 19 20 0
uf20-0988 32823 -1 2 3 4 5 6 7 8 9 -10 11 -12 13 -14 -15 16 17 18 -19 20 0
uf20-0995 41845 1 2 3 4 5 6 7 8 -9 10 -11 12 13 14 15 16 17 18 -19 -20 0
